specifications;price;address;date;parsing_dt
1-к квартира, 41 м², 2/3 эт.;4450500;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 30.3 м², 12/22 эт.;2227000;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 недели назад;2020-11-30 09:57:15.288846
Квартира-студия, 31 м², 3/27 эт.;1490000;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 40.2 м², 2/3 эт.;1890000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846
3-к квартира, 91.3 м², 4/9 эт.;3200000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 69.4 м², 2/23 эт.;5287995;ул. Кальная, д. 79;2 ноября 12:13;2020-11-30 09:57:15.288846
3-к квартира, 94.7 м², 10/27 эт.;2132000;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846
2-к квартира, 44 м², 9/27 эт.;1995800;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:15.288846
1-к квартира, 26 м², 16/24 эт.;1595000;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:57:19.611006
2-к квартира, 73 м², 21/24 эт.;4270000;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:19.611006
2-к квартира, 73 м², 16/17 эт.;4150000;ул. Интернациональная, д. 19А;31 октября 17:01;2020-11-30 09:57:19.611006
2-к квартира, 67 м², 9/16 эт.;3410000;ул. Княжье Поле, стр. 8;3 недели назад;2020-11-30 09:57:19.611006
1-к квартира, 34.1 м², 20/20 эт.;2170080;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:19.611006
2-к квартира, 65.2 м², 16/25 эт.;3299400;ул. Быстрецкая, стр. 2;1 неделю назад;2020-11-30 09:57:19.611006
2-к квартира, 47.7 м², 2/3 эт.;2480000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:19.611006
3-к квартира, 88.4 м², 5/23 эт.;3550000;Московское ш., 1 оч.;3 дня назад;2020-11-30 09:57:19.611006
1-к квартира, 56.4 м², 2/7 эт.;4034700;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:57:19.611006
1-к квартира, 38.6 м², 1/25 эт.;2190200;с. Дядьково, 2-й Бульварный пр-д, д. 3;6 дней назад;2020-11-30 09:57:19.611006
1-к квартира, 78.9 м², 1/3 эт.;5600000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:19.611006
2-к квартира, 67.9 м², 6/23 эт.;4511436;пос. Солотча, ул. Почтовая, стр. 4/2;2 недели назад;2020-11-30 09:57:19.611006
2-к квартира, 65 м², 10/24 эт.;2083200;ул. Быстрецкая, стр. 2;3 недели назад;2020-11-30 09:57:19.611006
2-к квартира, 53.5 м², 1/3 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:19.611006
3-к квартира, 80 м², 2/20 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:19.611006
2-к квартира, 58.7 м², 18/25 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:57:19.611006
2-к квартира, 68 м², 16/20 эт.;5905000;Рязань, Советский район, район Солотча;1 ноября 13:22;2020-11-30 09:57:19.611006
1-к квартира, 49.5 м², 3/3 эт.;3662404;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:57:19.611006
3-к апартаменты, 114.9 м², 2/4 эт.;3861715;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:19.611006
3-к квартира, 103.2 м², 10/25 эт.;2782000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:19.611006
1-к квартира, 49.1 м², 1/3 эт.;5050000;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:19.611006
1-к квартира, 72.2 м², 1/3 эт.;3100000;ул. Быстрецкая, стр. 1;2 недели назад;2020-11-30 09:57:19.611006
Своб. планировка, 45 м², 15/30 эт.;3620000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:57:19.611006
2-к апартаменты, 88.2 м², 2/4 эт.;2375000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:19.611006
3-к квартира, 89.8 м², 18/20 эт.;9698500;ул. Пожалостина/пр-т Первомайский, жилой дом;1 неделю назад;2020-11-30 09:57:19.611006
