specifications;price;address;date;parsing_dt
2-к квартира, 56.7 м², 21/24 эт.;2773890;ул. Бирюзова, д. 7Б;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 67 м², 8/10 эт.;3190000;Россия, Рязань, Советский район, район Солотча;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 43 м², 14/15 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:26.516159
2-к квартира, 42 м², 2/26 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:26.516159
1-к квартира, 43 м², 5/27 эт.;2641000;пр-д Окский, стр. 2;4 дня назад;2020-11-30 09:56:26.516159
1-к квартира, 36.1 м², 11/18 эт.;3368000;ул. Быстрецкая, стр. 2;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 70 м², 4/18 эт.;2350000;мкр. Октябрьский городок, д. 35, корп. 1;3 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 65.5 м², 7/27 эт.;2400000;ул. Рыбновская, д. 4;3 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 36 м², 15/28 эт.;1975700;Московское ш., 2 оч.;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 64.7 м², 8/10 эт.;2950000;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 49.2 м², 3/3 эт.;2004753;с. Дядьково, блок-секция 3А;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 60 м², 10/16 эт.;1841000;с. Дядьково, пр. Бульвар Оптимистов, 12;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 61 м², 3/27 эт.;3431328;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 31 м², 16/22 эт.;3466000;Солотчинское ш., стр. 3;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 62 м², 14/16 эт.;2225000;ул. Большая, д. 106, корп. 1;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 44 м², 1/10 эт.;3411271;Советский район, район Солотча, Почтовая ул., 4/3;3 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 46 м², 2/27 эт.;2100000;жилой комплекс Северный;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 54 м², 9/25 эт.;3000000;ул. Зубковой, д. 8В, корп. 1;1 ноября 08:12;2020-11-30 09:56:26.516159
1-к квартира, 36.1 м², 10/18 эт.;2800000;Московское ш., 2 оч.;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 73.8 м², 9/24 эт.;1950000;ул. Олимпийский городок, д. 4;1 неделю назад;2020-11-30 09:56:26.516159
3-к квартира, 110 м², 4/22 эт.;2962000;ш. Касимовское, д. 57, корп. 2;2 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 36 м², 2/7 эт.;2300000;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 57 м², 5/25 эт.;2152000;ш. Московское, стр. 1;2 недели назад;2020-11-30 09:56:26.516159
3-к квартира, 78.6 м², 7/20 эт.;3047895;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 81.1 м², 2/9 эт.;1642000;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;2 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 37.5 м², 16/25 эт.;4410300;ул. Чапаева, д. 61;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 26.4 м², 9/16 эт.;5699120;с. Дядьково, ул. Малиновая, д. 3;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 40.4 м², 11/18 эт.;1273000;ул. Быстрецкая, стр. 2;3 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 34.1 м², 15/20 эт.;2915000;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:56:26.516159
3-к квартира, 84 м², 14/17 эт.;4163000;ул. Маяковского, ЖК «Наследие современности»;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 69 м², 7/10 эт.;6085500;ул. Быстрецкая, стр. 1;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 59 м², 10/18 эт.;2000000;с. Дядьково, квартал Бульвар Оптимистов;3 недели назад;2020-11-30 09:56:26.516159
1-к квартира, 44 м², 14/27 эт.;1410000;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:56:26.516159
2-к квартира, 68.6 м², 6/18 эт.;1894116;ул. Интернациональная, д. 19А;3 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 62 м², 11/19 эт.;2135000;пр-д Окский, стр. 1;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 63.2 м², 1/4 эт.;4550000;ул. Быстрецкая, стр. 3;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 43 м², 4/27 эт.;3420000;с. Дядьково, пр-д 2-й Бульварный, д. 2;2 недели назад;2020-11-30 09:56:26.516159
2-к квартира, 64 м², 7/17 эт.;2793000;ул. Бирюзова, д. 7Б;1 ноября 13:05;2020-11-30 09:56:26.516159
2-к квартира, 70.2 м², 14/24 эт.;2384599;ул. Пожалостина/пр-т Первомайский, жилой дом;1 неделю назад;2020-11-30 09:56:26.516159
1-к квартира, 43.6 м², 18/26 эт.;2439000;Касимовское ш., жилой дом;1 неделю назад;2020-11-30 09:56:30.406493
2-к квартира, 65.7 м², 24/28 эт.;3350000;пр-д Окский, стр. 1;1 неделю назад;2020-11-30 09:56:30.406493
2-к квартира, 76 м², 5/10 эт.;3700000;с. Дядьково, ул. Большая, д. 5;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 77.3 м², 17/17 эт.;3600000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 48 м², 6/25 эт.;3350000;ул. Шереметьевская, д. 8, корп. 1;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 62.4 м², 4/10 эт.;3500000;пер. Южный, д. 8;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 64 м², 7/15 эт.;2936000;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 43.2 м², 2/18 эт.;2626750;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:56:30.406493
2-к квартира, 60.2 м², 13/20 эт.;5200000;Солотчинское ш., стр. 3;4 дня назад;2020-11-30 09:56:30.406493
1-к квартира, 40.7 м², 12/18 эт.;4150000;ул. Полевая, д. 73, секц. 3;3 дня назад;2020-11-30 09:56:30.406493
1-к квартира, 42.6 м², 6/10 эт.;2547000;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 37 м², 9/26 эт.;3249000;с. Дядьково, 2-й Бульварный пр-д, д. 1;1 неделю назад;2020-11-30 09:56:30.406493
3-к квартира, 95.7 м², 3/27 эт.;2319900;Московское ш., 1 оч.;1 неделю назад;2020-11-30 09:56:30.406493
2-к квартира, 69 м², 22/27 эт.;3550000;ул. Шереметьевская, д. 13;3 дня назад;2020-11-30 09:56:30.406493
2-к квартира, 103.8 м², 7/10 эт.;4034700;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:56:30.406493
1-к квартира, 45.7 м², 10/14 эт.;2190200;пр-д Окский, стр. 2;6 дней назад;2020-11-30 09:56:30.406493
1-к квартира, 43.6 м², 10/27 эт.;2360000;ул. Зубковой, стр. 5;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 40.6 м², 18/20 эт.;2117010;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:30.406493
3-к квартира, 84 м², 9/17 эт.;4290000;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;1 неделю назад;2020-11-30 09:56:30.406493
1-к квартира, 34.5 м², 11/20 эт.;3720000;Рязань, улица 8 Марта, 26с1;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 43.6 м², 5/27 эт.;7264600;ул. Зубковой, д. 8В, корп. 1;1 неделю назад;2020-11-30 09:56:30.406493
3-к квартира, 59.5 м², 1/25 эт.;2600000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 30 м², 18/18 эт.;1961000;ул. Интернациональная, д. 19А;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 45.2 м², 8/14 эт.;2231232;ул. Зубковой, д. 8В, корп. 1;1 неделю назад;2020-11-30 09:56:30.406493
1-к квартира, 41.7 м², 7/17 эт.;5100000;ш. Московское, стр. 3;1 неделю назад;2020-11-30 09:56:30.406493
2-к квартира, 69 м², 2/8 эт.;2020000;с. Дядьково, блок-секция 3А;2 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 78.8 м², 5/27 эт.;2004752;ул. Совхозная, стр. 1;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 42 м², 11/15 эт.;3334133;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 40.1 м², 2/3 эт.;1515000;ул. Быстрецкая, стр. 3;1 неделю назад;2020-11-30 09:56:30.406493
1-к квартира, 37 м², 14/15 эт.;2575000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:56:30.406493
3-к квартира, 71 м², 15/16 эт.;2337000;ул. Семчинская, д. 3, корп. 2;2 ноября 10:40;2020-11-30 09:56:30.406493
2-к квартира, 58.8 м², 5/17 эт.;3682913;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 46.2 м², 2/24 эт.;3850000;ул. Дзержинского, д. 19;2 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 77.5 м², 4/11 эт.;1900000;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 40 м², 10/18 эт.;1998000;ул. Островского, д. 122, блок-секция 3А, 3Б;1 неделю назад;2020-11-30 09:56:30.406493
3-к квартира, 87 м², 20/26 эт.;1660000;с. Дядьково, квартал Бульвар Оптимистов;3 недели назад;2020-11-30 09:56:30.406493
3-к квартира, 82.4 м², 7/10 эт.;4696000;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 47 м², 3/26 эт.;3155870;ул. Гражданская/Касимовское ш., д. 21, 23, 22/2, б/с 1А, 1Б, 1В;1 неделю назад;2020-11-30 09:56:30.406493
2-к квартира, 76 м², 1/25 эт.;2740000;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 42 м², 8/25 эт.;4575450;ш. Московское, стр. 2;2 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 49.5 м², 3/17 эт.;2095950;ш. Московское, д. 2;2 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 44.8 м², 4/27 эт.;4178187;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 46.8 м², 2/25 эт.;6000000;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 56 м², 3/3 эт.;2152315;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:56:30.406493
3-к квартира, 91.6 м², 5/10 эт.;3534493;пр-д Окский, стр. 1;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 61 м², 7/10 эт.;2348000;пр-д Окский, стр. 1;3 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 46.4 м², 5/18 эт.;2451240;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:30.406493
1-к квартира, 56.9 м², 6/9 эт.;2152315;ул. Пролетарская/Чапаева/Полевая, жилой дом;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 72.3 м², 4/11 эт.;2480930;ул. Быстрецкая, стр. 2;3 недели назад;2020-11-30 09:56:30.406493
2-к квартира, 65 м², 21/21 эт.;3650000;Быстрецкая ул.;3 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 37.3 м², 9/17 эт.;1940000;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 112 м², 4/12 эт.;6400000;ул. Полетаева, д. 25, корп. 2;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 39 м², 9/17 эт.;1994595;с. Дядьково, ул. Большая, д. 6;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 45.5 м², 10/25 эт.;2700000;ул. Быстрецкая, стр. 1;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 36.5 м², 1/18 эт.;1714000;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 46.6 м², 15/17 эт.;3200000;с. Дядьково, ул. Большая, д. 5;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 62.7 м², 17/17 эт.;2326000;Россия, Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:34.781364
3-к квартира, 78.1 м², 10/25 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:34.781364
3-к квартира, 88 м², 14/27 эт.;2641000;Рязань, Советский район, район Солотча;4 дня назад;2020-11-30 09:56:34.781364
1-к квартира, 38 м², 14/28 эт.;3586610;ул. Зубковой, стр. 5;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 42.9 м², 21/25 эт.;4020000;ш. Московское, стр. 3;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 44 м², 4/21 эт.;3959159;ул. Зубковой, д. 8В, корп. 1;2 недели назад;2020-11-30 09:56:34.781364
Квартира-студия, 19 м², 4/26 эт.;2626750;с. Дядьково, блок-секция 4А;6 дней назад;2020-11-30 09:56:34.781364
2-к квартира, 66 м², 10/27 эт.;5200000;ул. Чапаева, д. 61;4 дня назад;2020-11-30 09:56:34.781364
3-к квартира, 72 м², 17/25 эт.;4150000;Солотчинское ш., стр. 3;3 дня назад;2020-11-30 09:56:34.781364
3-к квартира, 101.3 м², 23/25 эт.;2200000;Солотчинское ш., 4;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 54 м², 13/26 эт.;2460000;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 59 м², 8/20 эт.;2086800;с. Дядьково, блок-секция 3А;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 30.9 м², 4/17 эт.;1280000;ул. Зубковой, стр. 4;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 44 м², 7/27 эт.;3350000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:56:34.781364
Квартира-студия, 28 м², 23/27 эт.;3260000;ул. Зубковой, д. 27,  корп. 5;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 25 м², 23/26 эт.;5874240;ул. Полевая, д. 73, секц. 2;2 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 109.7 м², 8/12 эт.;3127400;ул. Зубковой, стр. 4;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 43.5 м², 3/16 эт.;2790000;ул. Олимпийский городок, д. 4;3 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 39 м², 19/26 эт.;1851000;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 45.2 м², 11/14 эт.;2000000;ул. Зубковой, д. 8В, корп. 1;2 ноября 11:16;2020-11-30 09:56:34.781364
1-к квартира, 43.6 м², 15/23 эт.;1470000;ул. Зубковой, стр. 4;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 68.6 м², 7/25 эт.;1450000;ул. Полетаева, д. 25, корп. 2;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 65 м², 20/25 эт.;6417450;ул. Княжье Поле, стр. 8;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 43 м², 14/21 эт.;1975000;Московское ш., 2 оч.;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 70 м², 12/15 эт.;2544750;ул. Совхозная, стр. 1;2 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 78 м², 11/24 эт.;2575830;ул. Быстрецкая, стр. 2;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 78 м², 22/25 эт.;2262600;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 37.1 м², 2/17 эт.;4342000;пер. Парковый, стр. 1;1 неделю назад;2020-11-30 09:56:34.781364
3-к квартира, 99.2 м², 9/9 эт.;3395000;с. Дядьково, ул. Зеленая, д. 23;2 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 94.7 м², 10/23 эт.;2002200;ул. Рыбновская/Семчинская, ЖК «Видный»;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 61.5 м², 3/17 эт.;3200000;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;2 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 77 м², 19/25 эт.;4943925;ул. Новоселов, д. 45а;2 недели назад;2020-11-30 09:56:34.781364
1-к квартира, 42 м², 7/19 эт.;3900000;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 82.7 м², 6/9 эт.;2072980;ул. Пролетарская/Чапаева/Полевая, жилой дом;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 62 м², 10/10 эт.;8432000;ул. Кальная, д. 79;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 158.9 м², 3/3 эт.;4356200;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 66 м², 12/26 эт.;3633770;ул. Полевая, д. 73, секц. 1;3 недели назад;2020-11-30 09:56:34.781364
3-к квартира, 59 м², 11/18 эт.;4528000;ул. Бирюзова, д. 7Б;2 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 65 м², 18/27 эт.;1962000;ул. Маяковского, ЖК «Наследие современности»;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 70.1 м², 6/18 эт.;6618400;пр-д Окский, стр. 2;1 неделю назад;2020-11-30 09:56:34.781364
2-к квартира, 61 м², 22/27 эт.;3152310;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:56:34.781364
2-к квартира, 66 м², 11/27 эт.;6804000;Касимовское ш., жилой дом;1 неделю назад;2020-11-30 09:56:34.781364
1-к квартира, 45.7 м², 15/25 эт.;3558000;с. Дядьково, 2-й Бульварный пр-д, д. 4;1 неделю назад;2020-11-30 09:56:34.781364
2-к квартира, 49.5 м², 15/17 эт.;2525520;Солотчинское ш., стр. 3;2 ноября 09:10;2020-11-30 09:56:42.514568
1-к квартира, 31.5 м², 4/23 эт.;1890000;с. Дядьково, ул. Малиновая, д. 3;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 66 м², 3/28 эт.;4014000;ул. Дзержинского, д. 19;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 39.6 м², 1/7 эт.;1483500;Касимовское ш., жилой дом;1 неделю назад;2020-11-30 09:56:42.514568
3-к квартира, 99 м², 8/16 эт.;6140000;ул. Гоголя, д. 55;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 62 м², 15/24 эт.;3360000;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:56:42.514568
Студия, 29 м², 23/26 эт.;1600000;ул. Шереметьевская, д. 13;2 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 78.5 м², 7/17 эт.;3550000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:56:42.514568
3-к квартира, 95.4 м², 1/15 эт.;4034700;с. Дядьково, ул. Большая, д. 6;3 дня назад;2020-11-30 09:56:42.514568
2-к квартира, 66.9 м², 26/27 эт.;2190200;ул. Рыбновская, д. 4;6 дней назад;2020-11-30 09:56:42.514568
2-к квартира, 54 м², 9/25 эт.;3612840;ул. Кальная, д. 79;1 неделю назад;2020-11-30 09:56:42.514568
2-к квартира, 65 м², 4/25 эт.;4450500;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 59 м², 4/20 эт.;3450000;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 71 м², 3/10 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:56:42.514568
1-к квартира, 47 м², 1/3 эт.;2629000;ш. Московское, стр. 1;5 дней назад;2020-11-30 09:56:42.514568
2-к квартира, 68.4 м², 10/25 эт.;2641000;ул. Быстрецкая, стр. 2;4 дня назад;2020-11-30 09:56:42.514568
3-к квартира, 88 м², 11/14 эт.;3050000;ул. Быстрецкая, стр. 3;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 36 м², 21/25 эт.;3350000;ул. Стройкова, ЖК «Изумрудный»;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 36 м², 18/18 эт.;3230000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 61 м², 14/18 эт.;4600000;ш. Московское, стр. 3;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 61.8 м², 10/10 эт.;2444000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:56:42.514568
1-к квартира, 29.6 м², 23/28 эт.;3761597;ул. Быстрецкая, стр. 2;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 66.5 м², 8/10 эт.;4748820;с. Дядьково, блок-секция 3А;31 октября 14:19;2020-11-30 09:56:42.514568
3-к квартира, 86 м², 2/18 эт.;2200000;ул. Полевая, д. 73, секц. 3;2 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 79.2 м², 4/17 эт.;1800000;пр-д Окский, стр. 1;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 36.3 м², 8/18 эт.;3600000;пр-д Окский, стр. 1;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 46.6 м², 2/25 эт.;3153000;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 42.9 м², 21/25 эт.;1732000;с. Дядьково, ул. Большая, д. 5;1 неделю назад;2020-11-30 09:56:42.514568
1-к квартира, 38.1 м², 16/28 эт.;3500000;с. Дядьково, ул. Зеленая/2-й Бульварный пр-д, жилые дома;2 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 68.8 м², 5/25 эт.;3482595;ул. Полевая, д. 73, секц. 2;2 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 80.7 м², 1/9 эт.;3721930;Солотчинское ш., стр. 3;3 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 88.3 м², 11/26 эт.;1724250;ш. Московское, стр. 1;2 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 77.7 м², 15/17 эт.;2737200;ул. Маяковского, ЖК «Наследие современности»;3 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 55 м², 8/25 эт.;2674750;ш. Касимовское, д. 49;3 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 37 м², 2/30 эт.;2250000;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 46.6 м², 18/18 эт.;3851000;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 29.6 м², 1/23 эт.;5579700;с. Дядьково, блок-секция 4А;1 неделю назад;2020-11-30 09:56:42.514568
1-к квартира, 47 м², 6/10 эт.;4587392;пр-д Окский, стр. 1;2 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 26.3 м², 16/26 эт.;3535350;ул. Зубковой, стр. 5;2 ноября 09:10;2020-11-30 09:56:42.514568
2-к квартира, 59.1 м², 3/26 эт.;2460000;Московское ш., 2 оч.;2 ноября 09:10;2020-11-30 09:56:42.514568
3-к квартира, 85 м², 2/22 эт.;2413200;с. Дядьково, пр-д 1-й Бульварный, д. 2;2 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 79 м², 4/17 эт.;1978375;ул. Пугачева, 2 этап;1 неделю назад;2020-11-30 09:56:42.514568
2-к квартира, 63 м², 1/10 эт.;1776000;ул. Гоголя, д. 55;3 недели назад;2020-11-30 09:56:42.514568
3-к квартира, 87.1 м², 17/26 эт.;2430000;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 47.1 м², 3/26 эт.;1617980;Быстрецкая ул.;3 недели назад;2020-11-30 09:56:42.514568
1-к квартира, 35.3 м², 1/18 эт.;3520875;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:56:42.514568
2-к квартира, 68.4 м², 8/25 эт.;3761597;ш. Московское, стр. 3;3 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 62 м², 8/28 эт.;3899000;Солотчинское ш., стр. 3;2 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 85.9 м², 7/17 эт.;3909360;с. Дядьково, ул. Большая, д. 6;2 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 41.3 м², 13/25 эт.;2379550;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:56:48.523940
1-к квартира, 41.3 м², 24/24 эт.;2492400;ул. Быстрецкая, стр. 3;2 ноября 09:10;2020-11-30 09:56:48.523940
2-к квартира, 74 м², 12/16 эт.;4140640;с. Дядьково, блок-секция 4А;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 58 м², 11/12 эт.;3117307;ул. Чапаева, д. 61;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 68 м², 3/15 эт.;2626750;Солотчинское ш., стр. 3;6 дней назад;2020-11-30 09:56:48.523940
4-к квартира, 89.4 м², 1/27 эт.;5200000;ул. Мервинская, д. 9;4 дня назад;2020-11-30 09:56:48.523940
2-к квартира, 66 м², 8/10 эт.;4150000;ул. Зубковой, д. 8В, корп. 1;3 дня назад;2020-11-30 09:56:48.523940
1-к квартира, 32 м², 9/17 эт.;7500000;пр-д Окский, стр. 1;3 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 89 м², 3/30 эт.;4107879;Московское ш., 1 оч.;2 ноября 11:58;2020-11-30 09:56:48.523940
2-к квартира, 74 м², 11/24 эт.;3250000;ул. Шереметьевская, д. 13;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 62 м², 9/15 эт.;3550000;с. Дядьково, 2-й Бульварный пр-д, д. 3;3 дня назад;2020-11-30 09:56:48.523940
3-к квартира, 98.3 м², 3/16 эт.;4034700;с. Дядьково, ул. Большая, д. 6;3 дня назад;2020-11-30 09:56:48.523940
3-к квартира, 94.2 м², 4/27 эт.;2190200;Солотчинское ш., стр. 3;6 дней назад;2020-11-30 09:56:48.523940
2-к квартира, 64 м², 3/10 эт.;1748000;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;3 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 68 м², 16/25 эт.;5432000;ул. Семчинская, д. 3, корп. 2;31 октября 14:36;2020-11-30 09:56:48.523940
2-к квартира, 62 м², 9/10 эт.;4410300;ул. Дзержинского, д. 19;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 81.4 м², 3/4 эт.;2950000;ул. Кальная, д. 79;3 недели назад;2020-11-30 09:56:48.523940
3-к квартира, 89.4 м², 3/32 эт.;6189150;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 48 м², 6/20 эт.;4710000;ул. Полевая, д. 73, секц. 3;3 недели назад;2020-11-30 09:56:48.523940
Квартира-студия, 28 м², 15/26 эт.;3159500;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:56:48.523940
2-к квартира, 47 м², 2/12 эт.;4015000;ул. Горького, д. 35;2 недели назад;2020-11-30 09:56:48.523940
