specifications;price;address;date;parsing_dt;m2;rooms;floor;from_floors;price_m2;streets
1-к квартира, 48.9 м², 3/3 эт.;4075800;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:10.401251;48.9;1; 3;3 эт.;83349;Окский проезд
2-к квартира, 65.8 м², 4/10 эт.;1924630;ул. Тимуровцев, д. 5, корп. 5;3 недели назад;2020-11-30 09:57:10.401251;65.8;2; 4;10 эт.;29249;Улица Тимуровцев
2-к квартира, 53.2 м², 17/23 эт.;3200000;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:10.401251;53.2;2; 17;23 эт.;60150;Улица Зубковой
1-к квартира, 33 м², 3/7 эт.;3980000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:10.401251;33.0;1; 3;7 эт.;120606;Поселок Солотча
3-к квартира, 80 м², 11/21 эт.;4948000;пр-д Окский, стр. 2;1 неделю назад;2020-11-30 09:57:10.401251;80.0;3; 11;21 эт.;61850;Окский проезд
3-к квартира, 95.7 м², 13/27 эт.;4154710;ул. Интернациональная, д. 19А;2 ноября 12:05;2020-11-30 09:57:10.401251;95.7;3; 13;27 эт.;43413;Интернациональная улица
3-к квартира, 91.3 м², 9/10 эт.;2200000;с. Дядьково, ул. Малиновая, д. 3;3 недели назад;2020-11-30 09:57:10.401251;91.3;3; 9;10 эт.;24096;село Дядьково
1-к квартира, 48.9 м², 8/17 эт.;3094480;с. Дядьково, блок-секция 3А;3 недели назад;2020-11-30 09:57:10.401251;48.9;1; 8;17 эт.;63281;село Дядьково
2-к квартира, 65 м², 4/27 эт.;2777840;ул. Кальная, д. 79;2 недели назад;2020-11-30 09:57:10.401251;65.0;2; 4;27 эт.;42736;Кальная улица
1-к квартира, 37 м², 15/25 эт.;1320000;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:10.401251;37.0;1; 15;25 эт.;35675;Окский проезд
2-к квартира, 53.4 м², 6/23 эт.;3693800;ул. Зубковой, стр. 5;2 недели назад;2020-11-30 09:57:10.401251;53.4;2; 6;23 эт.;69172;Улица Зубковой
3-к квартира, 77 м², 10/24 эт.;4785000;ул. Зубковой, д. 8В, корп. 1;2 ноября 09:54;2020-11-30 09:57:10.401251;77.0;3; 10;24 эт.;62142;Улица Зубковой
1-к квартира, 34.8 м², 20/24 эт.;4359000;ул. Зубковой, д. 27,  корп. 5;3 недели назад;2020-11-30 09:57:10.401251;34.8;1; 20;24 эт.;125258;Улица Зубковой
3-к квартира, 88 м², 16/17 эт.;2890000;ул. Интернациональная, д. 19А;2 ноября 10:43;2020-11-30 09:57:10.401251;88.0;3; 16;17 эт.;32840;Интернациональная улица
3-к квартира, 78.6 м², 6/23 эт.;2951000;ул. Островского, д. 122, блок-секция 1А, 1Б, 1В;3 недели назад;2020-11-30 09:57:10.401251;78.6;3; 6;23 эт.;37544;Поселок Остров
3-к квартира, 87 м², 20/26 эт.;1659000;ул. Чернышевского, д. 3;1 ноября 09:39;2020-11-30 09:57:10.401251;87.0;3; 20;26 эт.;19068;Улица Чернышевского
2-к квартира, 65.9 м², 12/26 эт.;2777840;Московское ш., 1 оч.;3 недели назад;2020-11-30 09:57:10.401251;65.9;2; 12;26 эт.;42152;Московское шоссе
1-к квартира, 37.1 м², 3/28 эт.;2413200;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846;37.1;1; 3;28 эт.;65045;Московское шоссе
2-к квартира, 69.1 м², 6/26 эт.;4594000;ул. Бирюзова, д. 7Б;3 недели назад;2020-11-30 09:57:15.288846;69.1;2; 6;26 эт.;66483;Улица Бирюзова
2-к квартира, 67 м², 2/19 эт.;2997000;пер. Парковый, стр. 1;3 недели назад;2020-11-30 09:57:15.288846;67.0;2; 2;19 эт.;44731;Парковый проезд
1-к квартира, 42.8 м², 20/25 эт.;2313980;Солотчинское ш., стр. 3;2 ноября 12:06;2020-11-30 09:57:15.288846;42.8;1; 20;25 эт.;54064;Солотчинское шоссе
2-к квартира, 56.7 м², 12/32 эт.;3642000;ш. Московское, д. 3;3 недели назад;2020-11-30 09:57:15.288846;56.7;2; 12;32 эт.;64232;Московское шоссе
2-к квартира, 59.1 м², 19/25 эт.;3367497;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846;59.1;2; 19;25 эт.;56979;Поселок Солотча
1-к квартира, 59.4 м², 2/3 эт.;4149000;Россия, Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846;59.4;1; 2;3 эт.;69848;Поселок Солотча
1-к квартира, 28 м², 1/16 эт.;2326000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:15.288846;28.0;1; 1;16 эт.;83071;Поселок Солотча
3-к квартира, 97 м², 1/25 эт.;2629000;Рязань, Советский район, район Солотча;5 дней назад;2020-11-30 09:57:15.288846;97.0;3; 1;25 эт.;27103;Поселок Солотча
1-к квартира, 45.5 м², 23/24 эт.;2641000;р-н. Семчино, 7 очередь (1 этап);4 дня назад;2020-11-30 09:57:15.288846;45.5;1; 23;24 эт.;58043; Семчино ( Семчино)
2-к квартира, 66.6 м², 7/10 эт.;1320000;ш. Московское, стр. 2;3 недели назад;2020-11-30 09:57:15.288846;66.6;2; 7;10 эт.;19819;Московское шоссе
2-к квартира, 59.1 м², 12/25 эт.;4472890;ул. Островского, д. 122, блок-секция 3А, 3Б;2 ноября 09:22;2020-11-30 09:57:15.288846;59.1;2; 12;25 эт.;75683;Поселок Остров
1-к квартира, 28.5 м², 1/16 эт.;2706000;с. Дядьково, блок-секция 4А;3 недели назад;2020-11-30 09:57:15.288846;28.5;1; 1;16 эт.;94947;село Дядьково
2-к квартира, 75 м², 13/25 эт.;2626750;ул. Чапаева, д. 61;6 дней назад;2020-11-30 09:57:15.288846;75.0;2; 13;25 эт.;35023;Улица Чапаева
3-к квартира, 88 м², 26/26 эт.;5200000;Солотчинское ш., стр. 3;4 дня назад;2020-11-30 09:57:15.288846;88.0;3; 26;26 эт.;59090;Солотчинское шоссе
3-к квартира, 87 м², 11/26 эт.;4150000;пр-д Окский, стр. 1;3 дня назад;2020-11-30 09:57:15.288846;87.0;3; 11;26 эт.;47701;Окский проезд
1-к квартира, 41.7 м², 13/26 эт.;3650000;ш. Московское, стр. 1;2 недели назад;2020-11-30 09:57:15.288846;41.7;1; 13;26 эт.;87529;Московское шоссе
2-к квартира, 68.9 м², 21/27 эт.;3367000;ул. Княжье Поле, стр. 8;2 недели назад;2020-11-30 09:57:15.288846;68.9;2; 21;27 эт.;48867;Улица Княжье Поле
2-к квартира, 68.4 м², 4/9 эт.;1325000;ш. Московское, стр. 1;1 неделю назад;2020-11-30 09:57:15.288846;68.4;2; 4;9 эт.;19371;Московское шоссе
1-к квартира, 36.5 м², 8/17 эт.;3890000;ул. Гоголя, д. 55;3 недели назад;2020-11-30 09:57:15.288846;36.5;1; 8;17 эт.;106575;Улица Гоголя
3-к квартира, 78.2 м², 8/17 эт.;4091087;ул. Быстрецкая, д. 22;2 недели назад;2020-11-30 09:57:15.288846;78.2;3; 8;17 эт.;52315;Быстрецкая улица
2-к квартира, 65 м², 5/24 эт.;4173390;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846;65.0;2; 5;24 эт.;64206;Московское шоссе
2-к квартира, 55.6 м², 17/25 эт.;2807625;Касимовское ш., жилой дом;3 недели назад;2020-11-30 09:57:15.288846;55.6;2; 17;25 эт.;50496;Касимовское шоссе
3-к квартира, 94 м², 18/20 эт.;3374523;пр-д Окский, стр. 2;3 недели назад;2020-11-30 09:57:15.288846;94.0;3; 18;20 эт.;35899;Окский проезд
1-к квартира, 38 м², 3/17 эт.;3214330;ул. Зубковой, стр. 5;3 недели назад;2020-11-30 09:57:15.288846;38.0;1; 3;17 эт.;84587;Улица Зубковой
3-к квартира, 88.3 м², 7/27 эт.;2142000;с. Дядьково, ул. Большая, д. 6;2 ноября 10:36;2020-11-30 09:57:15.288846;88.3;3; 7;27 эт.;24258;село Дядьково
3-к квартира, 85.8 м², 2/19 эт.;3642740;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:15.288846;85.8;3; 2;19 эт.;42456;Улица Чернышевского
3-к квартира, 91.8 м², 20/23 эт.;3750000;ул. Зубковой, д. 27,  корп. 5;1 неделю назад;2020-11-30 09:57:15.288846;91.8;3; 20;23 эт.;40849;Улица Зубковой
3-к квартира, 78.1 м², 4/25 эт.;2557000;ул. Быстрецкая, стр. 3;3 недели назад;2020-11-30 09:57:15.288846;78.1;3; 4;25 эт.;32740;Быстрецкая улица
3-к квартира, 100.7 м², 2/25 эт.;4972294;ул. Интернациональная, д. 19А;3 недели назад;2020-11-30 09:57:15.288846;100.7;3; 2;25 эт.;49377;Интернациональная улица
2-к квартира, 58.8 м², 10/17 эт.;1910000;Касимовское ш., жилой дом;2 недели назад;2020-11-30 09:57:15.288846;58.8;2; 10;17 эт.;32482;Касимовское шоссе
1-к квартира, 27.3 м², 21/26 эт.;4410852;Михайловское ш., стр. 1;3 недели назад;2020-11-30 09:57:15.288846;27.3;1; 21;26 эт.;161569;Михайловское шоссе
2-к квартира, 59.9 м², 5/23 эт.;3946800;ш. Московское, стр. 3;2 недели назад;2020-11-30 09:57:15.288846;59.9;2; 5;23 эт.;65889;Московское шоссе
2-к квартира, 60.2 м², 18/25 эт.;4773600;ул. Тимуровцев, д. 5, корп. 5;2 ноября 09:10;2020-11-30 09:57:15.288846;60.2;2; 18;25 эт.;79295;Улица Тимуровцев
1-к квартира, 30.7 м², 19/26 эт.;4059377;с. Дядьково, ул. Большая, д. 6;3 недели назад;2020-11-30 09:57:15.288846;30.7;1; 19;26 эт.;132227;село Дядьково
1-к квартира, 48.5 м², 3/3 эт.;4632340;Московское ш., жилые дома;1 неделю назад;2020-11-30 09:57:15.288846;48.5;1; 3;3 эт.;95512;Московское шоссе
3-к квартира, 96.8 м², 1/15 эт.;3174660;ул. Интернациональная, д. 19А;3 недели назад;2020-11-30 09:57:15.288846;96.8;3; 1;15 эт.;32796;Интернациональная улица
1-к квартира, 40.5 м², 2/3 эт.;1970000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846;40.5;1; 2;3 эт.;48641;Московское шоссе
Студия, 28 м², 9/27 эт.;3150680;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846;28.0;1; 9;27 эт.;112524;Поселок Солотча
1-к квартира, 27 м², 3/24 эт.;3150000;ул. Рыбновская, д. 4;3 недели назад;2020-11-30 09:57:15.288846;27.0;1; 3;24 эт.;116666;Улица Княжье Поле
3-к квартира, 69 м², 12/18 эт.;1956500;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846;69.0;3; 12;18 эт.;28355;Поселок Солотча
3-к квартира, 99.8 м², 8/22 эт.;2328000;ул. Зубковой, д. 8В, корп. 1;3 недели назад;2020-11-30 09:57:15.288846;99.8;3; 8;22 эт.;23326;Улица Зубковой
1-к квартира, 41 м², 2/3 эт.;4450500;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:15.288846;41.0;1; 2;3 эт.;108548;Улица Чернышевского
1-к квартира, 30.3 м², 12/22 эт.;2227000;с. Дядьково, пр-д 2-й Бульварный, д. 2;3 недели назад;2020-11-30 09:57:15.288846;30.3;1; 12;22 эт.;73498;село Дядьково
Квартира-студия, 31 м², 3/27 эт.;1490000;ш. Московское, стр. 1;3 недели назад;2020-11-30 09:57:15.288846;31.0;1; 3;27 эт.;48064;Московское шоссе
1-к квартира, 40.2 м², 2/3 эт.;1890000;Рязань, Советский район, район Солотча;3 недели назад;2020-11-30 09:57:15.288846;40.2;1; 2;3 эт.;47014;Поселок Солотча
3-к квартира, 91.3 м², 4/9 эт.;3200000;Московское ш., 2 оч.;3 недели назад;2020-11-30 09:57:15.288846;91.3;3; 4;9 эт.;35049;Московское шоссе
2-к квартира, 69.4 м², 2/23 эт.;5287995;ул. Кальная, д. 79;2 ноября 12:13;2020-11-30 09:57:15.288846;69.4;2; 2;23 эт.;76195;Кальная улица
3-к квартира, 94.7 м², 10/27 эт.;2132000;Рязань, Советский район, район Солотча;2 недели назад;2020-11-30 09:57:15.288846;94.7;3; 10;27 эт.;22513;Поселок Солотча
2-к квартира, 44 м², 9/27 эт.;1995800;пр-д Окский, стр. 2;2 недели назад;2020-11-30 09:57:15.288846;44.0;2; 9;27 эт.;45359;Окский проезд
1-к квартира, 26 м², 16/24 эт.;1595000;ул. Чернышевского, д. 3;1 неделю назад;2020-11-30 09:57:19.611006;26.0;1; 16;24 эт.;61346;Улица Чернышевского
2-к квартира, 73 м², 21/24 эт.;4270000;ул. Чернышевского, д. 3;3 недели назад;2020-11-30 09:57:19.611006;73.0;2; 21;24 эт.;58493;Улица Чернышевского
2-к квартира, 73 м², 16/17 эт.;4150000;ул. Интернациональная, д. 19А;31 октября 17:01;2020-11-30 09:57:19.611006;73.0;2; 16;17 эт.;56849;Интернациональная улица
